itemId                               ,supplierId                                                                       ,cost    ,Quantity
02d394e0-2dcd-4db3-9c0d-35ffed751a8f ,c7a67874-98d0-45f4-abd2-d803277aebbd                                             ,21.6    ,1
02d765ea-3565-4282-8d34-9139d6f32a64 ,3561bb20-fa7e-44a2-a363-f2904bc1ce49                                             ,36.33   ,1
02d89a49-7a25-4142-b49a-f181e3fee3b6 ,575b5b90-bc37-4071-87d6-123fc2b58737                                             ,78      ,1
02e39c59-872d-4a96-937f-04c143fecb9c ,c7a67874-98d0-45f4-abd2-d803277aebbd                                             ,88      ,1
02e5a592-05b3-4296-9527-9d936d9de2f7 ,ff02d777-7a10-4583-a4bc-1be214bcfdf6                                             ,79.17   ,1
02e62f91-0f45-4778-8256-9e94afbc7fd5 ,1da93033-e7c4-4ee1-9c32-a7d7e3f0ef4b                                             ,1.61    ,1
02e692d8-fe20-4520-a1de-d63d18ada4f8 ,ffbc5520-4339-4063-a404-f20411de473f                                             ,99.81   ,1
02e748c9-45db-46f1-9acc-0d4f79f53eb0 ,ff02d777-7a10-4583-a4bc-1be214bcfdf6                                             ,32.4    ,1
02e8f1a0-44d2-4d77-80e8-44cd926cca6b ,575b5b90-bc37-4071-87d6-123fc2b58737                                             ,160     ,1
02ef87c5-ac2a-43d9-88ee-c36700b7bb43 ,3845f993-ee87-46f8-b83c-2e0b1fa9c1c8                                             ,15      ,1
02ff1341-f87f-4106-8032-37f66831e046 ,c7a67874-98d0-45f4-abd2-d803277aebbd                                             ,10      ,1
0301a86b-d99a-4230-9ec3-c7eb135767f4 ,3cfa83db-3f0d-43ab-ad34-9ad5e909d822                                             ,53      ,1
0305c867-f24f-4d81-a3ae-71bc52a401e6 ,a7138524-d361-45e8-99d8-af481a527b1a                                             ,58.05   ,1
03072106-fa1f-4a1a-8139-e9d4a9dd4116 ,66863d57-51f4-4f49-bd8d-911ce9ed5dd6                                             ,40      ,1
030a57cb-93ab-4d1f-9c3f-d4c59b620775 ,a7138524-d361-45e8-99d8-af481a527b1a                                             ,40.63   ,1
030bc49d-3878-4be5-bffd-efc299777150 ,575b5b90-bc37-4071-87d6-123fc2b58737                                             ,46      ,1
030d2ad4-b592-40bc-9ee7-61deeff9d563 ,beeb51ed-3932-4d9e-8efa-d73ca372ee52                                             ,34.8    ,1
030e7521-2579-4dc2-85b0-52061c9ece8c ,236334d0-fa8b-45f4-9235-536ffb041969                                             ,0.28    ,1
030e7ee3-0566-43cf-85db-09cea5a1a83a ,236334d0-fa8b-45f4-9235-536ffb041969                                             ,9       ,1
0311f0b6-0682-45f4-9286-cd2644d5d3be ,3561bb20-fa7e-44a2-a363-f2904bc1ce49                                             ,66.07   ,1
031536bc-0283-4c02-b795-057e9e361e2c ,4961694c-1fba-4bed-9d47-17fe6b78bfb5                                             ,12.5    ,1
0316fb00-a724-4a85-a849-129ee5ea2db9 ,3561bb20-fa7e-44a2-a363-f2904bc1ce49                                             ,69.03   ,1
0317485c-6591-40ae-ae32-6ba9eed570a7 ,236334d0-fa8b-45f4-9235-536ffb041969                                             ,40.25   ,1
