,itemId,VariantIds
BC244-WF,53542ae2-10c2-40fa-8157-eef28fe277db,"3276eca5-1401-4a9d-9e23-4f07c4222421, ab99d020-90d2-48d9-a5a7-0437c1e69247"
S687-WF,73cb7f73-d710-4edb-8f77-db4b1f4ea74a,"8c675948-0fdb-4dba-9123-85f9fe370c65, d920f167-924d-4624-a863-e080d8acfe79, 180610f1-9ebd-4cea-aa2a-2407346be63d, 28a8a8cd-3a8e-4a12-ae0b-d6e2782d9ad1, a1ce8409-8669-4dc4-98c9-935a0e6e06e4, 920af6d8-eba2-4828-b477-35032fc6346b, 52998923-52ec-4c35-b8ad-49be201a8b3a, 9777a083-6294-4af1-8fd5-38722d68af81, 063a396a-2052-43b8-a18d-bc2ff9067358, 2b63cf37-ddab-4cf6-905b-f6dffbc2d1d7, 31b9472c-680b-4aa6-a537-ef5584bc1cf9, 0167598a-9e48-4d78-b881-2f148150d32e, 9055c3e1-db11-49d7-872d-781f5ef7fe67, 7c300660-78ab-443e-a3cf-bb11a7549cb2"
UC807-1,8d1f6c84-ca00-499e-a24d-ce1a760821eb,"c12acb95-1609-4789-90b9-3d0e43b69407, 9f1b4f64-1b73-473e-ae2d-0bf7d741168b, 1dfb77dc-738b-42cb-9417-2f8bbfa0a773, 67a3e343-f502-4282-9102-4966f1d7a44b, 2c1db12a-3efc-410b-a4b6-d06165f46fd2, 38eda765-85b4-49b6-9225-ba2da48bceaa, 1a92ee5b-fe18-48ce-936a-9765b98057c8, 41879d84-3489-4935-b4b3-90fcc8f86f83, 0dd921b3-1123-451a-b073-426ab40024f2, 5da973f9-bb5f-4f21-a69f-92430f09faa2, 7f1e1fe3-0012-480b-b996-d3f4b18304f3, 1c720b53-e167-4f9e-9aac-4a973856f277"
UC902-1-1,38b53c0f-34d7-43bd-b5dc-d3cba39e2621,"64131380-d798-4af8-b7c2-5dc33dce1919, 260cb78a-08a7-4c1a-86b0-3830c1aac376, a5e0f67c-8bab-47ee-a8f8-03bde5095a03, e1062ee3-505f-4335-9136-d280edd27fce, 05b788c0-04f0-4683-ac8d-86716dd29157, 7a7570fe-6eb2-4fac-bd45-ec23408fdb7f, a9550057-5621-49cf-8510-676d7f7d3951, e6833223-0f63-4819-8031-73021ec9955b, a0cdbe64-c8f7-4bae-bb1f-f52db7d5311d, 0e16ea8d-af93-48fa-adf5-eb6ef54e9924, 2b7f23ba-6be8-43b9-a5b4-9ea38cce62a2, 6883ce8d-bd45-4164-9c0b-f979bada5d14, 4d385bf6-f936-43cd-b728-ac7fc3eb614b, dacd2020-6f72-40d9-999c-7d30f695c376, a38543d3-dcd4-4b39-a38c-0b0923855d11, 61c5200b-8d86-4d14-9e5b-30659b4e5160, bd9865e5-ca76-44a8-99ec-ab98a385d832, 8ab68808-1a6e-44b9-a359-9dc4790b55e1, 142d4fdb-c806-406c-9014-7d7d300c25ea, 7adea802-8b8c-4331-b15e-dd974ff7fe00, 10e1e0f3-7c34-4a59-a9b6-f91ee4f0f8c2, 505a7615-510d-46da-b99a-0006766bec7c, 75b9e442-463e-41fb-abd0-9ee0de374277, 146e11ef-2417-4e87-a71f-6e44a168ae77, 0ac8884d-5459-46dd-afba-24e366b10aa5, bbbcd3c7-6de9-4717-99d8-f92c2ad5f23e, 03026daf-501e-4ec3-82b3-1a59e9c9d1db, 0519ca98-aa36-4c0b-9f76-00573189dbc9, ab9e6b36-a176-47ed-a008-ec7e7b4c4a1a, 10fb3ef0-4781-4583-9e6a-f68651104b48, 4dd6c5d3-f769-42c4-a681-fb99cd708a59, 477741ac-5d6d-40ee-b592-63ac849a3f4a, 23394cc2-acc6-4556-ae82-e3dc52b5ecb0, 62a80813-5d19-46c7-9c56-bcfee311d027, 4b930ede-3571-4fd5-8fa1-7a066d68be52, 1ca6bad5-b5e3-4f94-9089-3fb07013f816, 021bce10-0fff-414d-981b-027b8b68e17d, 441daa8e-9c1b-47ce-8073-08e3f39b3736, 380ed27e-5beb-4a56-b28b-72c7453ba3f1"
UC905-WF,2ceac43c-1ce7-4afd-992a-186aa0675318,"94378cfa-7ecc-4a73-abf7-10af16ca3383, 206f3c8a-e952-454e-9d88-78eb9a39b619, 558fbfdd-84ba-4485-b4a0-ed582b2a754e, 8ffd233f-77c5-4200-8779-79b0009673a2, 382a5cb4-054d-4e61-835a-e0677c82c74d, 5b9d95bb-14c0-44e8-a453-7dee69545faa, 198d8ed6-9493-456c-8ec0-ea6332c6a17f, 13acf2e8-d702-4e9d-9146-ff5e53bf30e3, 07184c4b-dc5d-42eb-936f-9f0df8ec00d8, 4dd887db-eff4-4a86-a6ef-17d81e342db9, 4438a021-7d5f-4bd3-8a18-ef65d3cf8a15, 74bbbe54-c6e9-4487-9546-d695cd9c8ead, 2ea51e3f-b2b8-4f6c-bd0e-8b49f8370534, b6469ef7-c005-4c0d-87ca-7eef8327c8fd"
FC63-1,0de07a5d-db2f-4440-92cd-3e861e427973,"07545581-a01b-4d0a-b78a-d5b3024b1f3b, c7a8b80d-573f-4336-a9ca-d4741534f274, 58547658-05e6-4f25-b5e5-3fc36c210ef2, 2bf388b3-b257-4308-b496-799ecf247981, 19444dd0-77d8-42aa-9cc9-08690127607f, c533ba32-442a-42cf-9ff7-c6085b80d3f7, 1f023d9e-6381-456b-8729-6dcf4aacf832, 51e33d6a-514f-465e-a321-73d9db783d2a, df403806-12c4-4372-8a7d-7daa5902c0d0, 1f05bcab-2ff6-416d-a7ca-a6a7b2265bd4"
FF100-WF,148a040e-5956-4bce-9e23-6c95df6303a6,"71b5b53b-3abd-4c22-ab8f-c825efa46a29, 36ff2183-71fc-45bf-9ffb-3db94157c180, 4341d98c-246f-4939-9595-adc95b0c0493, 006be18e-334c-4831-ad95-fcdf241e98e7, 0a4d21ed-f932-4c35-810f-5809b8b08e8c, 3e15caed-dfbe-4c0c-903d-71682256405e, a7e68863-55f5-4f25-b37c-cbd48b6f8691, 3e0accd5-0588-4fc7-b669-8133c6f312cb, 0f1eaccc-c74d-4801-bd2a-e3b90b9da297, 294e5afd-a013-4355-93e7-5eb6781f2fc2, 1c01b0a7-ed6d-41f8-a0e5-108aa6870f56, 246ad934-235b-42cf-9795-c897075aa82c, df9ec7b5-1684-480b-ad6c-a6839cfb7a14, 898bb014-c71a-448e-9df3-fdd413e52b6c, 5f1b69b6-5249-484c-9e30-e786a45d92c9, 1ffd3efe-084e-43b9-ac3a-e8f52a2b9f36"
A150-WF,43c47daf-71e9-4cd5-9d0e-5a7c436e1b7c,#N/A
AP01-WF,476189ac-7b34-421f-80b4-bc3cc108e824,"48fa4069-6c22-4e8e-83fa-8ec22f58c9f2, 32a45e62-0c2f-409d-86e9-c846a44f61fc, 0740cdd1-3f01-454a-9b6b-5783169f039b, 2edec555-061d-46fe-9c64-d98ced420cbb, 17cd9e9f-8729-4c15-84f5-e5b68edc7f0c"
B296-WF,033ec48f-6adb-4c49-8699-6bd96a049c21,"629e7263-8a17-45cf-b72e-654578ddfdcd, 311c5f2c-f002-451e-97af-a7259f5a58bd, 057f9572-0ea1-470b-bdf7-20749a126efe"
S440-WF,784219c1-32f0-4aed-a9f2-4d70fb500ade,"90bbdde9-90d2-4723-86fe-7295db78f31f, 49067fcc-88fb-4a29-abfe-31d70154b565, 9a9bc554-d392-4c65-a746-72381c139b41, 0576c016-4edd-4619-993f-175dafaf5050, b0e671c7-a633-42e0-8b39-1ea3a6f846f8, 34a1dc98-c6d8-48b9-a5fd-42c9d5b63ba1, 0929d2b8-cbab-4d56-a872-86565eca5130"
S441-WF,185b5c9f-9bd7-4cc0-b8d6-1d1a5511f8d2,"b144853f-5eb0-438c-b11f-ef0b29e557dd, 2516659f-f0d8-4602-adf8-afa2ece510e5, ad7d478f-ebe9-422a-a569-7417a8ff0577, 4a66ca23-4d5f-4a66-abab-79b19cfd59cd, 2efac478-b6cb-4bdb-97d1-c281fda9c849, ab07bf4e-f62e-4a41-9e4b-2a66966b1e79, 14f6bd78-ad61-4d71-b13f-9711ff3d994e, 282df252-a4dd-4506-9808-f0766a56bb05, 7b38c8e4-bacd-4425-88f6-9e8a39b912fb"
S810-WF,1a0d64a2-dda2-43a6-801e-0c0c0823b8de,"1fe9a298-1339-44b7-b918-f7741dfe7368, 2acddd76-6b33-45c5-b5bb-d749f36cfd3b, 6a9aa264-53ff-4351-a84b-095d8eb5c65b, 2197fd95-0e8f-466c-8406-6fbb2f455b0b, 6cc68755-b8ca-46f0-932c-c5d2ab4b18ff, 95ca6712-1097-4893-9287-f5c709c181c9, 89bc2b73-1d17-4f9e-8e9b-d8c50e4f17df, 76c0c550-be5b-4aea-a8d6-e3087f3aa60d"
A400-GE,0610ff52-d31f-4355-96d4-ae232d7ce18e,"bfdddf0d-fb58-4bf5-bdaf-3b4fc0c79bc7, 73667611-32c0-4007-abba-9ce599e4a649, 05691e19-bbf5-4d5c-aa34-b614ef3f2851, ce30e1d5-7669-408c-893c-3b4cce982a67, 2e8effa0-9128-4972-a81f-bd5d43f19fd4, 82e1f5ef-feb9-4446-b599-ecd3607c34cb, 67cffb7c-d64a-4732-a4c7-59d0f99363aa, 02e39130-4324-499f-b0f6-bd4565b3dd6a"
PW30CLR-1-1,071eebd3-a75e-430e-8e9e-1c4a39cb0bc1,11a33766-6ac7-45fb-8ed8-0a6db34d8439
PW37-GE,0276651c-b88e-464e-bb51-2eb8245eae66,"0ac8ee99-b641-4080-9f97-2715383e76c6, 8a0c5262-3918-4b88-b0af-d9f61b570fe8, 3e255562-bbce-479e-a5ef-039809a4c7e1"
SHARPSBURG-GE,03cb580b-ac4b-414e-bff4-7aeee9458439,"de134349-638a-4d81-91da-658a2a0643cb, 0be94609-7ea6-49e7-8dff-8c1d7080aaa3, 31ee2355-d769-48c4-b9c0-02c36b35d4ea, 043499a2-264c-4317-a3e8-2994847e8b2e, c4349d2e-7065-4b0d-b2f0-060c65a90895, 86d75981-bd47-4bf3-aeab-a044d044b3de, 4a075efb-2c89-4c9a-ac67-9579495ec885, 306caf57-289a-4653-9673-cd6db3e34d73, 56676d21-6a7f-4771-9ac0-7839bd7147d6, 135c7c82-f92b-4cd0-b044-513164496648, 09fab8ec-abae-4479-a0ba-704d3ebffe72, 04484832-cfdd-49c9-8637-6233ae07bc05, 6d8a9fff-0189-4e2d-8768-54ae9009eb41, e4541089-9763-4598-9ca4-886c06c2c31e"
FW74-GE,1a1cdb56-d472-4205-acc2-6ba06d503066,"0bd91b8e-354a-43d6-b4ba-5fa68722c3e4, 950a0b26-accd-4633-ac33-c36d449a3a9f, 1e98e688-c169-4d06-8114-048721291f44, 5f0496ab-9dea-44fc-9f1a-da352c772113, 4ad0404e-1241-4b00-8447-bf5ce81118ff, 22137237-5864-4c1b-b205-8a48fb7a2b56, 373115bb-c983-47b8-837d-e284b0bc4211, 01d370a5-6cb5-4a9e-9369-f13dbc7268a5, 3e170f2e-b125-49bf-9f89-035352533c3c, ec1a57ff-f0a4-4400-85bc-80e739cee027"
SS628SM-GE,15fa3a98-fd2a-4c05-8e3f-4acbf5398d2b,"e8125704-82da-461c-92b7-052c01453920, c87c06d7-72b3-40d3-9429-9773030636d5, d6089cb4-b891-4def-b2b7-8c1369da7eec, 2e73ffa2-319c-405e-8ca2-2b0e4c69b514, 4d457c74-1c92-4ac2-b49f-9b1eda56b87d, 51e2053c-36d1-4a8c-b8f3-8392a2285320, 346c92fa-b7b0-41da-bfde-a412124c9dbc, 852082db-c078-4805-a4ff-2318cc91b395, 574814cf-0cde-436e-9197-767b96780d89, 5b4b83d4-2717-4de1-a984-1357c6b16a32"
APKHT-GE,cdbd0dce-28eb-4d1c-a8b0-2bd65a8fbc06,"933b1ad2-7415-4673-bbbe-7599f579eeda, 54992100-998e-4c62-8828-8f72c243cdfc, 20eae2a9-5756-43cc-8239-78c48452122f, e1c7333c-90eb-4c6c-920b-449d652928bc, b845d944-84da-4242-bd7f-406972f6be24, 9b18ecb7-4dd7-4583-945e-702a4e2d9a70, e973ae97-c336-4144-b175-2a1f4f5f7acb, 0bc60788-243f-466e-977e-4ef5ac6f7238, 6dd39b73-6a8f-4a51-a44e-6ca52b994512, b35b5229-5e9f-4f0d-bc8d-4ae766f93a6e, 0507aacd-702e-44f3-abdf-4d26c9838855, 4cabc9f8-976f-4a5f-bafa-412cad310536, fad6f734-b87d-4ade-8e9f-7e19f926dde1, 7c57d8d4-a475-4088-a9f8-e255aaf8318b, 0bbe740f-e59f-4452-bb77-8bc17c167b74, 934eac93-4212-4797-8f48-4133f57e09e0, a27f7515-2152-4e06-b042-758dfd799866, edf4f290-1cf8-428c-b1b9-fa7a6db20c9b, d07d5820-02db-41fe-b423-54dc4cfa1fbf, 6d93b147-e4a9-4d92-b617-5855d9da3b15, ef8a6bbd-97cd-4300-bbd1-db13f89a0cb0, 42a7ee20-6c13-43e2-9f8a-4f08294a406f, 0303446e-a6a8-4f56-ab0a-cf2ed4c5f82d, 37fc0b5a-f076-4751-951e-76ddc4d98c53, 2c01d0de-c223-4fc0-a850-ebb5f6c6590b, 36352626-6e7f-4cf7-8783-0b760329b3f2, c35a40b4-1cb7-4f87-8ce8-a85726ca6822, 0ce1d480-fd8d-4178-adc5-07a127ef3bb7, 172223a6-1698-4c4d-820c-0fac826db330, 6617bdb3-64cd-4d59-b737-5e91a044f3a4, 72b25990-8ea4-4413-9868-1a5a9f1855ef, dfaa45d3-114a-478a-8ba0-50d76c30fe64, 9449fd41-a6a1-4854-bce2-f58cc9a8f018, 263b751e-cc8b-41aa-abf0-b6d289371e67, 919b8985-8a21-4f00-b555-68eee08a3a3f, 6e2cf038-9baf-4117-b035-17998c2d55a5, bfd1dabd-9fcd-49f2-93f0-f0e42927b04a, 8bbfde01-d51a-4474-a324-c4e41e347feb, f46d237e-650e-47bf-b98d-8bf210c29a57, 29d3b683-96b6-434e-a1b9-f1c8d361d28d, 59978772-0911-4a83-8a79-1aa5a9ab627c, 69dece10-a3cd-44fa-8639-876d7374151c, 6c1dc2b6-bb12-4be5-ac5f-7752fee5799a, 6baa7233-35a5-46c3-bd5d-4e235d520406, f5f7bc59-3f47-4166-b3d6-6e1f89dca579, 3d540715-6a31-4fa8-a6ed-7522466d244b, a61fc869-32ee-4c00-b683-21cec7a3d801, 3c7538a2-fda8-4f8c-9e8a-58b3c8e7259d, 5f09a4b9-0d6b-4295-b45e-0a8218a5b10d, 513f05d8-0332-423d-aa48-9e476b1d3fce, 4a5d6f1e-b7de-493d-8041-ebcebb82b045, ad4537d7-790a-4510-925f-94c81adfd71c, 14f43a7b-7aaa-4a1a-af94-fb30a22f53af, 830ff46b-e3b5-441c-8deb-1bfcb0141f29, 25992c0f-b33a-4ab3-818f-0ea68bd5fbf4, e50b46ff-f123-405e-8b2a-5be4a43a021e, 6755b22d-4ebf-4896-af2d-c6ef51352d27, 90dfa67e-432e-4509-a382-b292ba3f88e3, 19676478-895a-4c1f-895c-380efd6b34df, 582ca8f6-106e-4346-a891-d799a71a158c, 0fe174ca-6f92-4061-94af-fc70a87357ca, 8ad0e904-122b-4732-8caa-269053c5ee87, 12dd2c86-ba67-4e93-8d4b-b5d1973fdb64, a9a16c4a-805a-418f-b757-d72e25875143, ab18a380-6240-4cc7-8a34-10862347d2f9, 54cb66b1-3a33-4654-8b62-f193ba930d92, 51ee83a1-6c8c-4184-b5f7-2659c058770f, 2bd07709-9745-4b1f-a5a7-805a87e0e611, 8fb9f0bd-c1bc-40c2-b045-221c152b8e48, 0cd13895-36b6-4463-bdd7-7eea2e3b82ea, 14801cfd-e6c1-4c5f-bb00-be5e427b571f, 356f88b0-d526-4854-b7b3-3fceb85e44ec, 23914259-14ab-4904-a217-9db6a82bca72, 6295f77f-4c39-4244-8c63-a93f57bd83e1, 4993c97f-c0ac-4600-89ed-045190900ae0, 06d35f21-e273-4ac6-a651-34a1bbb4d69f, 568319d4-a05e-40a9-9bd0-c3e31b5df849, 9616b0f9-7e17-491c-9ddf-1084319d2f87, 3ec460e8-a8c1-4494-abf5-ffb1874c8b3b, 0f27b038-83f7-4b7e-8ca8-69333ce38f74, 11b72c31-9fda-4b27-8c2f-ed84fb29a201, 2f5565aa-61f6-4462-aeb6-5fea1396d133, 23375f8d-860a-47aa-abfb-35025d707e70, 6885cdae-5d2a-4c88-ac6c-f16ef199ff7f"
UC108-GE,2b262000-843e-424b-96a4-22e287af4615,"9b90ba8f-4181-4513-a235-a614df024bc5, cc52ccef-1553-4e9d-9b11-ea2981da061e, bc83207e-b4e0-4638-af11-852e6d997345, 6ee1a871-4b14-45a3-bc20-5f6b75667609, 2b6a4f73-351c-490a-a353-ac7131a0e075, 7e669f6a-2559-4c14-ae30-8396746c2968, 24b0982a-0529-4be4-bbd3-80234af1405e, 55ef40ce-6879-43c8-bf30-85e1aed4ad3e, 805f3340-1f86-43f0-a661-6979343d4f14, 4974e694-d159-443d-987a-5a0f99b6a00e, 0945c240-af32-49a5-bc75-ffe2d7740de6, 3d0869d9-fad3-480d-a854-4913b09e5ec6"
UC203-GE,29d06ba5-b9ce-4f72-b0e4-67b5d9f58f95,"1a2a20a8-e995-4615-8695-4843d12a3466, 59eb7264-7b32-4241-93a6-fa8eea35ef9d, 12ef27d1-7d74-4436-b9c2-5249fd9b2cdd, 13a3653c-d5fe-4bb0-accd-3098a0d7910d, 5ea4a963-0dd3-4464-806d-b58d5a9a2fc7, 1b482f69-3157-4584-888d-4fc5400e16b8, 191f9c26-f591-4fee-803a-c3fd8589be73, aa55e766-6d81-4f17-a8e3-77251c1763d3, 310e3c81-8e10-42cd-955c-4f62287715e2, 5a1e0f36-7ec1-4098-8be4-20a2aa9e49e3"
UC801-GE,7485a8f9-2d45-436a-b1d4-cca8ddf3af43,"a85b7e02-79c0-436b-aa9e-9e012641faaf, 3b006428-2d86-4a46-ad30-87a5cfbcc95f, 2f0bbff3-b2c7-430d-94a4-064047e5b107, 084a7ea6-b65a-4a95-a20f-5089d11d1865, 783be271-caa3-4d22-9bf4-d04b5d5336bd, 762462e4-9d28-4da1-a400-18a948dc2e70, 3774ebd1-6937-4e82-87e0-5e2f1e166307"
UC803-GE,0e1789b3-77d5-4cf0-9b7b-1153e0a93657,"7471a2bd-abfd-48d1-9981-7a85b3368b37, 1cb3d73d-f020-4a45-8a1c-048d3fa5acf8, 068def50-9d0b-408f-9a7b-8a6df5a0cc8f, 6ccefedd-ab11-404e-a81e-97f00eec788c, 80a77b22-e831-47da-baa6-b6f05188dd9f, 76b4e6cf-c4b5-4d52-84f8-5fff7ea8e89c, 76105b56-8a76-48cb-b7bf-af6fd55d3349"
1790-GE,6788b787-02cc-47c6-ab69-b237574d8c10,"23a1267c-c1b7-4b1e-bea0-26996b0045d0, 7f29165c-d78d-4390-b888-328066063509, 0bcc4408-647e-42b0-9e39-2a2d1dfd48cd, 3689ab99-6777-487f-a226-1d45e52f4643, 783becff-58a7-45a3-bd5a-a05d505d2763, 38605634-b027-42df-ad46-bf9ef518579f, 51ba9af3-3377-4b4d-9693-7e972b31dea8"
1120-GE,66917383-30ae-43ad-b892-2a4b9b0ed39c,"277260a5-d378-46ac-82a8-309e9a47323d, 35e1c90d-1f40-419a-a456-a5698c227f00, 676e6f51-6d91-4980-8709-6efc5b7b7ed2, de92a21e-6237-4c9d-a7d1-1b9a83db4e13"
UC108-WS,#N/A,"b76ba8b8-e838-4c9e-98d9-0fecd47b118f, 97169170-6c42-4011-aff3-423e92ac83e1, e1971461-016a-4430-be1a-6741896ad740, dc6d8b5d-c452-4e1c-a162-7b54cd0aae81, 4ac3763c-5669-44d3-914a-a7582359b63f, 2cc432c4-23fd-459d-8160-8f05d955f078, 17eda5a2-a501-4108-ac25-2de8bf4032af, 759f4da1-df4c-415c-90e4-adbde6f2544b, a6207989-4328-4262-b35f-af4166a9f717, 056be7f7-319b-4c75-b17a-9e5e6599e3c6, 6e513140-9937-4b0f-8f0c-ddb705baa76a, 5c3c1f5f-5f71-4c13-99fa-43197e8bd963, 8fe232df-d549-4149-876c-c340d7ba603a, 3ecfbe4f-5cfe-4858-9b9c-1f26116bb7c2, 43c4b011-7847-44fc-84db-99af7d55dbd1, 6aacddfa-db3c-4d0e-b44a-1932cc0ed91b, 9e4e54d1-3fa9-4b1d-8ef4-0b3bb13edfa8, aeedc077-211a-47ec-928e-be1dce54f0e3, 581ff5e1-9046-4b4c-8625-08544537620b, 859c2f57-c8e9-49ea-8310-b45336469167, 98c3046c-7650-418b-b0bc-0775e18b1af9, 8d1e59bf-bb2c-46c2-b459-6eb9f3da6dc6, dce2f617-bf39-4f5f-9cc8-cb40576a9acc, e4a0a685-408d-42cb-a64f-4cb03df9c83b, e719a0fe-07ef-45b1-aa3a-e917d6bd5fae, 509f2940-b38c-493a-bdde-c9813186ee77, 94aba7e9-4ffa-4e86-8474-5ed64b7f3a5d, c0938a78-b8ff-4635-a803-7bb6c216197d, 284fbc1b-a5d1-415c-8e45-2827e8914647, 6a8f05e9-c614-4b64-8d85-c15fd9844dc7, 2c6fcd4a-8fe2-4c1d-bcdc-043e985cdbdd, 3cae0272-7add-4b87-b3e7-aa5e2c8a99bd, cb1c370b-311e-4d34-b41d-69b3d0fadf89, b92fef2b-81a2-416c-8ff8-866cac8a7871, 9914c9ef-a4b9-46e3-a1e6-8cf0e57d3de0, 5cc38798-47e6-41f1-8917-461f9331b4f8, d27d08ce-0f26-4c1a-83e4-925a491efcca, 605bbcf8-4981-490f-b368-ee53ff0d8c4e, b670e6e7-aba3-48bd-b89c-e823fdfda882, 4532c486-7712-4a41-a035-17de7c182d0f, f2d9c5eb-a6b7-4f8b-8cfc-4e6ffd814ad0, ab40a559-81cd-49ee-826e-48306a99be33, b8613d7d-cb20-44c7-ab08-fb37eb82600f, aa9a42ab-3b15-4366-9f11-c5dc39cad8d2, b8a8ae6e-7631-4285-ad0a-347c34b73987, 62987705-ff42-4819-9934-5d44a638c4c6, d2f8077c-844d-4e7c-b5d1-2f015ea67877, 9dce1693-825d-4938-b7bb-c042d49be61c, 718e548f-40c2-4e09-abce-c94dbeb30f8c, 1bc0c2f7-9568-432b-918d-a976cc6c68b6, be40674d-3217-40f3-aabf-65bbe8a28070, e2738882-1a85-4fd3-a70f-3b8deff9b271, 685b8ef3-8fb0-4475-97bf-1670108b5934, c4000c43-b7c8-468f-99dc-46ff07aa5a79, bebaf651-a6fd-42fc-99d8-45ec14c893f5, 6a1ad355-5b5b-4d8f-9bc2-7a04473ee8f8, bbefa8e0-df73-4e43-ab6b-16d19e9a93e7, 70a2ff25-5380-4d2f-870b-fd556de86979, a88a154b-75e6-4626-bc32-189ee3d0f30f, 3d44628f-4c68-4c2d-9785-91bfed668b47, 2784117c-6b1e-4c37-b826-0d9e51ec7c18, 59fef276-afb3-4c15-95ed-0eb7b68ad91c, fcecbdac-3eda-4d29-aadd-200a76171eb6, 9706bbad-1e29-4812-8818-0bc4fa02d3f9, 32bca78a-a106-4bf6-9690-382f83a9e2c7, ff66df94-7c2c-4212-acc3-3c13c5a12a99, 823514a1-5cb3-4587-b987-6a06d7138d29, 2a3bd219-cd91-453c-a3e1-929d4a20a574, 648e4f07-b955-47a8-85b7-a522d90055ad, 2e062615-2d2c-4dac-8bef-ad4b1a9dae6c, 363b303f-c0bc-4071-a5fc-0e91dd1b3ef3, 8ec4e8dd-0644-44b2-b157-a27c31572e79, 11628352-18db-4e02-af5f-6182cde7c4f9, f437abb5-1e08-43ac-9ef9-7dc610a28675, 447fc340-89f5-4fba-a11f-75d15edf8312, 646dfeb3-8465-4a82-a355-b93c822c297e, 4e4f77ef-0646-48f1-9808-2d462e4d1be9, 29fa9bbd-e910-4f61-af64-a239a0232d24, 2a58c294-595d-4366-896c-b20428c867da, a7f66a86-76ea-4ab6-aacb-a4de26da253f, 91068806-e63a-4b2b-b398-1dfa9951a693, 92e75bb4-bfd6-4fb3-9562-7441040cfa79, cbc5a76d-2f32-4d32-a90c-e5d8f647481b, c55f7017-6112-4513-ae5f-5057bd0a8808, b2ea4011-bbd6-45b3-b0e7-469628f2d033, 5eb47faa-5261-4067-86d7-90cba593c81a, b6767ae5-c81c-46c2-a923-2aecdc8982ea, c131b76d-5285-401a-8207-1dec75d3eb42, 773abada-50fc-46d9-bd13-1ffa5f2726f5, 7e6d3489-ff79-401f-8156-e5a73ec91371, 4eaa1237-e08c-4d81-b766-e4fe04a03026, 829807d4-0e9c-45b4-a498-a7e2544bd010, 1c5fad00-a2fe-429b-9ee6-37027e844301, c1b257ec-2b7a-4fff-96f9-d21f5a8366f6, 53e8c332-2533-46c9-b99f-0ecbb8ccc6ad, 1ad05a76-6699-4167-9313-69f95382a54e, 816644aa-b9d1-4b49-90fd-01f68c47ca84, b0077a30-978e-457d-8549-a2caa0a5501b, d02c65cf-33fe-4f1a-94dc-6ec4146be0cd, 9e5979c2-030b-44b0-aca0-58ea7688addf, c21b16bd-42b0-4849-97ac-cf7c326c73d4, d60ec29d-cfee-467d-b6d7-11f65e295c48, 73f4b9c1-0420-48c4-b33c-23673c12714d, 1d891482-5989-4d67-a566-71675f9bb54a, b7ab9db6-4e58-4f97-b38c-ec9cfd66f323, 8a9f0a3f-6d43-49c2-beee-515ca9b5344e, ab12748c-030b-4a0e-af9a-306d8a876afa, 7845e87a-7c22-465e-9ae4-bb98f96f053d, 9e28e91f-bf46-4fb0-a956-1f5f591ec62b, 6a9e536d-5a4f-4433-b825-557acf65eef7, 57175163-36be-4bbb-ba85-a5b99c87382e, e77e2427-de83-497f-b9ee-5f901e9d775e, 16802bf7-b743-44fd-8f20-c4e0e4334705, 0727b42f-bcbb-4f61-b64d-7dce76017903, 452d2cd7-463b-4a0b-8ba5-f710ce95596f, 47678717-a3dd-48b1-b568-429704a40389, be43dd13-397e-4f71-8104-ef145e37097f, 5ed7de0f-cdc9-4462-af63-4990f192c528, bc28008e-8045-4dfc-9774-7469d569dbcb, 6ea63b19-5bfa-4fec-9357-82f333c452ca, 618e4a85-365b-47c7-9233-3af837b42c05, 10410cc1-974d-4197-9d39-b861d8e7239d, 5749df6a-98da-4f4e-8770-8e36b9373c01, 66654210-f4c9-4e3f-a69b-e50665013fb1, 6538391e-9954-4210-80f4-d2c89efcdd55, ecfb454e-8c1d-4646-8d01-ac37849d2415, a5afa279-8533-4b58-8194-27a038f8772e, 78fc8ae8-8a37-405f-ab71-940da15806fc, 9faa99c3-6b10-4ac4-9c2c-935bf5656c47, 03af4b6b-a50e-4b8b-a2cb-dff330270195, 16b36512-34a2-4043-be66-b58273ea6cfb, f33a642e-06a4-451c-b3de-91ecc050bae8"
AP1,60a19068-51de-484d-9b0f-e8b9d8c00f2a,"11baf437-204a-4d6b-84c3-58e39d436bfc, 77a32648-46d9-4412-aace-3039a8c4bf66, 9c2d04df-5d7c-44d0-8a03-cf2789748590, 0531a839-4d73-46d1-85d5-deade20b21f7"
AP2,086c467b-5b54-47de-87b7-39fca3fd6340,"0acb6a79-3cf5-4af3-a304-a2fd92fea841, 223cba59-9f89-4697-8b39-85235d617d52, 847b42b3-590a-41c1-aea5-36de7045ad01, 6a61a422-c068-46e1-abd1-fe75f2f57982"
AP3,01e3b1ae-0a2e-453a-a5c3-e4a44923c8d4,"144fec50-3704-4573-8db0-3087afef224d, 205f6bc7-e88a-4a4e-bad0-ade1d8f2a190, 126b135a-0d70-4405-b498-d2d26dc26bd5, 5bc2aee7-d5a6-4f6d-83aa-8d3721a3e303, 3549d0cc-0a6c-40ae-a91b-3559b1393c29"
AP5,123aa6cd-c98f-4cf5-8310-33bf64a11d43,"4cf0abe4-8326-45fc-a45c-39a6687e42ed, 0d27f6df-5d84-4b18-97a1-460190ff89d8, 1a4f2e6e-581a-4897-8432-10a98e5e82be, 567d0ebd-c9cc-454a-8fa1-4fcc59d0f21a, 49404572-c84c-4396-addd-44abe1daa12c"
